policy_name,baseline_policy,reveal_seed,n_budgets,policy_wins,policy_win_fraction,policy_auc,baseline_auc,policy_minus_baseline_auc
uniform_positive_fragility,uniform_step_balanced,202,40,12,0.3,0.011879822371691972,0.009725198389519404,0.0021546239821725686
uniform_positive_fragility,uniform_step_balanced,303,40,21,0.525,0.009582092046915796,0.009167683679002113,0.0004144083679136837
uniform_positive_fragility,uniform_step_balanced,404,40,20,0.5,0.008695329068607094,0.008905758217899767,-0.00021042914929267353
uniform_positive_fragility,uniform_step_balanced,505,40,19,0.475,0.019475942970421968,0.01986043025305692,-0.00038448728263495296
uniform_positive_fragility,uniform_step_balanced,606,40,21,0.525,0.011527900151902491,0.00975122162312338,0.001776678528779111
uniform_positive_fragility,uniform_step_balanced,707,40,24,0.6,0.010585679390679116,0.011934479562188054,-0.001348800171508938
uniform_positive_fragility,uniform_step_balanced,808,40,20,0.5,0.013758482995994208,0.008822605734030368,0.0049358772619638395
uniform_positive_fragility,uniform_step_balanced,909,40,20,0.5,0.011671937495299522,0.01317380157585426,-0.0015018640805547386
uniform_positive_fragility,uniform_step_balanced,1010,40,23,0.575,0.010673056664805992,0.008861721009250959,0.0018113356555550329
uniform_positive_fragility,uniform_step_balanced,1111,40,20,0.5,0.009829510893875796,0.008153327534253412,0.0016761833596223834
uniform_positive_fragility,uniform_step_balanced,1212,40,18,0.45,0.014121387106129106,0.012170175408716932,0.0019512116974121745
uniform_positive_fragility,uniform_step_balanced,1313,40,15,0.375,0.021677271166750865,0.02203571344991379,-0.00035844228316292415
uniform_positive_fragility,uniform_step_balanced,1414,40,26,0.65,0.01761906715367818,0.01767052757319083,-5.146041951265001e-05
uniform_positive_fragility,uniform_step_balanced,1515,40,23,0.575,0.010416105652996463,0.010691821308532284,-0.0002757156555358211
uniform_positive_fragility,uniform_step_balanced,1616,40,24,0.6,0.010712531601283144,0.010540329070659347,0.0001722025306237964
uniform_positive_fragility,uniform_step_balanced,1717,40,18,0.45,0.00676210841204233,0.00691201190455868,-0.0001499034925163496
uniform_positive_fragility,uniform_step_balanced,1818,40,18,0.45,0.011418972443730233,0.010894898835503635,0.0005240736082265975
uniform_positive_fragility,uniform_step_balanced,1919,40,18,0.45,0.019597249330980376,0.013937003274894614,0.005660246056085762
