policy_name,budget,n_seeds,policy_wins,policy_win_fraction,mean_policy_minus_baseline_distance,median_policy_minus_baseline_distance,mean_relative_difference_policy_minus_baseline
stochastic_exploration_bonus_c0.25,315,30,11,0.36666666666666664,9.704033851869626e-07,1.7258306059658632e-06,0.40212943831645037
stochastic_exploration_bonus_c0.25,360,30,16,0.5333333333333333,1.5152176426360604e-07,-2.6161289203207368e-08,0.3685695830195241
stochastic_exploration_bonus_c0.25,405,30,12,0.4,2.0176774956634775e-06,1.2144766829740056e-06,0.3568620441556589
stochastic_exploration_bonus_c0.25,450,30,12,0.4,9.074790124489436e-07,1.1912616211018103e-06,0.37580459670316
stochastic_exploration_bonus_c0.25,495,30,12,0.4,9.315621011498543e-07,9.117437842684625e-07,0.46497707437980895
stochastic_exploration_bonus_c0.25,540,30,9,0.3,1.5846556883542269e-06,1.5487389392481173e-06,0.7312208448830798
stochastic_exploration_bonus_c0.25,585,30,12,0.4,4.853155724911691e-07,4.2539362847602527e-07,0.25492439327062255
stochastic_exploration_bonus_c0.25,630,30,18,0.6,-4.549634922928758e-07,-8.3299819378989e-07,0.18498452499570564
stochastic_exploration_bonus_c0.25,675,30,18,0.6,-3.186144530700561e-07,-6.090836975404416e-07,0.30353216127796007
stochastic_exploration_bonus_c0.25,720,30,16,0.5333333333333333,-2.548316330325896e-07,-2.814679115769938e-07,0.19436402789568208
stochastic_exploration_bonus_c0.25,765,30,13,0.43333333333333335,-1.877594561555297e-07,2.511945566517666e-07,0.3728419688656029
stochastic_exploration_bonus_c0.25,810,30,10,0.3333333333333333,7.695597698449748e-07,9.91767016306782e-07,0.5069622874446472
stochastic_exploration_bonus_c0.25,855,30,18,0.6,2.3105201394576487e-07,-3.0703387403101203e-07,0.31907349543117924
stochastic_exploration_bonus_c0.25,900,30,21,0.7,-1.6103230109269188e-06,-1.2076503458670548e-06,-0.0897510834805091
stochastic_exploration_bonus_c0.25,945,30,16,0.5333333333333333,1.0243985912948195e-06,-5.6296742322027244e-08,0.55469695649034
stochastic_exploration_bonus_c0.25,990,30,14,0.4666666666666667,3.669874104297729e-07,1.6774900973742022e-07,0.4759723309243456
stochastic_exploration_bonus_c0.25,1035,30,19,0.6333333333333333,-6.160007236488488e-07,-5.250733369902606e-07,0.2503088490137605
stochastic_exploration_bonus_c0.25,1080,30,15,0.5,-2.3760169364636566e-07,-1.8800921615382025e-08,0.6355330957115854
stochastic_exploration_bonus_c0.25,1125,30,14,0.4666666666666667,3.985718235927385e-08,1.0913860687979471e-07,0.30076302178477665
stochastic_exploration_bonus_c0.25,1170,30,21,0.7,-6.442878608667734e-07,-5.422877599548513e-07,0.10269454348557241
stochastic_exploration_bonus_c0.25,1215,30,16,0.5333333333333333,-8.438300972055701e-07,-3.04803975033484e-07,0.03435802571010105
stochastic_exploration_bonus_c0.25,1260,30,10,0.3333333333333333,5.649911394379436e-07,3.744855113460075e-07,0.4575447545881002
stochastic_exploration_bonus_c0.25,1305,30,19,0.6333333333333333,-2.1008377248770168e-07,-3.060968923749659e-07,0.3919053322373704
stochastic_exploration_bonus_c0.25,1350,30,13,0.43333333333333335,6.653109436488866e-08,3.2826975957928984e-07,0.32156341275708994
stochastic_exploration_bonus_c0.25,1395,30,17,0.5666666666666667,-1.567565604663926e-06,-6.384700948069346e-08,0.23903171392280914
stochastic_exploration_bonus_c0.25,1440,30,12,0.4,1.397674937402701e-07,5.768500982742593e-07,1.1265199343729568
stochastic_exploration_bonus_c0.25,1485,30,19,0.6333333333333333,-9.993257810033761e-08,-3.561277187587169e-07,0.213841306421559
stochastic_exploration_bonus_c0.25,1530,30,18,0.6,-8.134678207289286e-07,-6.416406717379319e-07,0.19661531553145933
stochastic_exploration_bonus_c0.25,1575,30,16,0.5333333333333333,3.084769389683574e-07,-3.368013244638861e-08,0.5344420124215822
stochastic_exploration_bonus_c0.25,1620,30,17,0.5666666666666667,-3.3867136584811146e-07,-3.8156211311306617e-07,0.04728429615578285
stochastic_exploration_bonus_c0.25,1665,30,16,0.5333333333333333,-1.9910665323677752e-07,-3.9007252010820786e-07,0.45101715793373554
stochastic_exploration_bonus_c0.25,1710,30,17,0.5666666666666667,-2.786318687358972e-07,-3.9009204554059223e-07,0.46603805329944564
stochastic_exploration_bonus_c0.25,1755,30,14,0.4666666666666667,3.396085823305559e-07,1.1490252777703664e-07,0.937355116053577
stochastic_exploration_bonus_c0.25,1798,30,0,0.0,0.0,0.0,
stochastic_exploration_bonus_c0.5,45,30,0,0.0,0.0,0.0,0.0
stochastic_exploration_bonus_c0.5,90,30,11,0.36666666666666664,1.163455530031865e-05,1.3131069907755278e-05,0.949289487736707
stochastic_exploration_bonus_c0.5,135,30,8,0.26666666666666666,7.24011094430518e-06,4.769602650152486e-06,1.2303246985539196
stochastic_exploration_bonus_c0.5,180,30,13,0.43333333333333335,4.691300006047466e-06,1.5360324221965026e-06,0.5158898803038748
stochastic_exploration_bonus_c0.5,225,30,15,0.5,1.7119384536203647e-06,1.0970083068213493e-07,0.20530838005181812
stochastic_exploration_bonus_c0.5,270,30,10,0.3333333333333333,8.243536918093705e-07,5.879659604356169e-07,0.2677582249787001
stochastic_exploration_bonus_c0.5,315,30,12,0.4,1.542906446828017e-06,2.052885411408782e-06,0.4446957151010137
stochastic_exploration_bonus_c0.5,360,30,17,0.5666666666666667,4.6050815999062174e-07,-2.5330114943090896e-07,0.4699309764618237
stochastic_exploration_bonus_c0.5,405,30,16,0.5333333333333333,1.0674012134157007e-06,-1.2111113704293488e-07,0.334864228421948
stochastic_exploration_bonus_c0.5,450,30,18,0.6,-1.5112992938769954e-07,-6.059801132750636e-07,0.29601510335590114
stochastic_exploration_bonus_c0.5,495,30,13,0.43333333333333335,6.1004612664666e-07,4.235424153410113e-07,0.33265919236738
stochastic_exploration_bonus_c0.5,540,30,14,0.4666666666666667,1.2952855176229927e-06,9.71610959885322e-07,0.6374554428831889
